"Order Number",SKU,Price,Quantity,"Discount Percent","Discount Amount",Amount,"Brand ID of SKU"
1210000199,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000199,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
1210000199,PS156168,0.0000,1,,0.0000,0.0000,
1210000199,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000199,PS140309,0.0000,1,,0.0000,0.0000,
1210000199,PS141675,0.0000,1,,0.0000,0.0000,
1210000198,141001FP,180.0000,1,,0.0000,180.0000,
1210000198,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000197,141001EPCM,0.0000,1,,0.0000,0.0000,
1210000197,141001EPM,180.0000,3,,0.0000,540.0000,
1210000197,PS121563,0.0000,1,,0.0000,0.0000,
1210000196,152575,273.0000,2,,0.0000,546.0000,
1210000195,PS140309,0.0000,1,,0.0000,0.0000,
1210000195,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000194,152575,273.0000,1,,0.0000,273.0000,
1210000193,PS140309,0.0000,1,,0.0000,0.0000,
1210000193,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000192,155673,110.0000,1,,0.0000,110.0000,
1210000192,152676,70.0000,2,,0.0000,140.0000,
1210000192,157082,190.0000,1,,0.0000,190.0000,
1210000192,153263,55.8000,1,,0.0000,55.8000,
1210000192,155340,32.1600,1,,0.0000,32.1600,
1210000192,153261,80.0000,1,,0.0000,80.0000,
1210000192,140264,40.8000,2,,0.0000,81.6000,
1210000192,156168,65.0000,1,,0.0000,65.0000,
1210000192,107946,21.0000,2,,0.0000,42.0000,
1210000192,155959,41.1000,2,,0.0000,82.2000,
1210000192,155247,48.0000,2,,0.0000,96.0000,
1210000191,PS140309,0.0000,1,,0.0000,0.0000,
1210000191,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000190,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
1210000190,PS140309,0.0000,1,,0.0000,0.0000,
1210000190,141001FP,180.0000,1,,0.0000,180.0000,
1210000190,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
1210000190,PS156168,0.0000,1,,0.0000,0.0000,
1210000190,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000190,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000190,PS141675,0.0000,1,,0.0000,0.0000,
1210000189,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000189,PS140309,0.0000,1,,0.0000,0.0000,
1210000188,141001FS1,180.0000,1,,0.0000,180.0000,
1210000188,141171,101.5000,1,,0.0000,101.5000,
1210000187,141690,109.0000,1,,107.0400,109.0000,
1210000187,151958,58.0000,1,,56.9600,58.0000,
1210000187,151920,100.0000,3,,294.6000,300.0000,
1210000187,151919,72.0000,2,,141.4000,144.0000,
1210000186,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
1210000186,PS141675,0.0000,1,,0.0000,0.0000,
1210000186,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
1210000186,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000186,PS156168,0.0000,1,,0.0000,0.0000,
1210000186,PS140309,0.0000,1,,0.0000,0.0000,
1210000185,141001EPM,180.0000,2,,0.0000,360.0000,
1210000185,PS140309,0.0000,1,,0.0000,0.0000,
1210000185,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000184,151922,122.0000,1,,122.0000,122.0000,
1210000184,20170302BG,465.6400,1,,465.6400,465.6400,
1210000183,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000183,141001WT1,180.0000,1,,0.0000,180.0000,
1210000183,PS140309,0.0000,1,,0.0000,0.0000,
1210000182,153576,144.0000,6,,0.0000,864.0000,
1210000182,153576PS,0.0000,3,,0.0000,0.0000,
1210000181,141001FP,180.0000,1,,0.0000,180.0000,
1210000181,PS140309,0.0000,1,,0.0000,0.0000,
1210000181,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000181,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000180,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000180,141001FP,180.0000,1,,0.0000,180.0000,
1210000179,141001PS1,180.0000,10,,0.0000,"1,800.0000",
1210000178,141001AD1,180.0000,1,,0.0000,180.0000,
1210000177,141001PS1,180.0000,1,,0.0000,180.0000,
1210000177,PS140309,0.0000,1,,0.0000,0.0000,
1210000177,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000176,157320,300.0000,1,,0.0000,300.0000,
1210000175,PS141001SP,0.0000,2,,0.0000,0.0000,
1210000175,141001FP,180.0000,2,,0.0000,360.0000,
1210000174,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000174,141001FP,180.0000,1,,0.0000,180.0000,
1210000173,PS140309,0.0000,1,,0.0000,0.0000,
1210000173,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000172,141001EPCM,0.0000,1,,0.0000,0.0000,
1210000172,PS121563,0.0000,1,,0.0000,0.0000,
1210000172,141001FP,180.0000,2,,0.0000,360.0000,
1210000172,PS141001SP,0.0000,2,,0.0000,0.0000,
1210000171,PS140309,0.0000,1,,0.0000,0.0000,
1210000171,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000170,PS140309,0.0000,1,,0.0000,0.0000,
1210000170,140640,115.5000,1,,0.0000,115.5000,
1210000170,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000170,141001AD1,180.0000,1,,0.0000,180.0000,
1210000169,141001EPM,180.0000,2,,0.0000,360.0000,
1210000168,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000168,PS140309,0.0000,1,,0.0000,0.0000,
1210000167,141001AD1,180.0000,1,,0.0000,180.0000,
1210000166,153576PS,0.0000,7,,0.0000,0.0000,
1210000166,153576,144.0000,14,,0.0000,"2,016.0000",
1210000165,153576PS,0.0000,3,,0.0000,0.0000,
1210000165,153576,144.0000,6,,0.0000,864.0000,
1210000164,153576PS,0.0000,2,,0.0000,0.0000,
1210000164,153576,144.0000,4,,0.0000,576.0000,
1210000163,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000163,156168,65.0000,1,,0.0000,65.0000,
1210000163,141114,71.5000,1,,0.0000,71.5000,
1210000163,153261,80.0000,1,,0.0000,80.0000,
1210000163,154909,61.0000,1,,0.0000,61.0000,
1210000163,152228,19.0000,10,,0.0000,190.0000,
1210000163,141690,109.0000,1,,0.0000,109.0000,
1210000163,107946,21.0000,3,,0.0000,63.0000,
1210000163,141171,101.5000,1,,0.0000,101.5000,
1210000163,155340,38.0000,3,,0.0000,114.0000,
1210000163,PS140309,0.0000,1,,0.0000,0.0000,
1210000162,141001FP,180.0000,1,,0.0000,180.0000,
1210000162,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
1210000162,PS156168,0.0000,1,,0.0000,0.0000,
1210000162,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000162,PS141675,0.0000,1,,0.0000,0.0000,
1210000162,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
1210000161,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000161,141001WT1,180.0000,1,,0.0000,180.0000,
1210000161,PS140309,0.0000,1,,0.0000,0.0000,
1210000161,141001FP,180.0000,1,,0.0000,180.0000,
1210000161,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000161,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000160,141001FP,180.0000,1,,0.0000,180.0000,
1210000160,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000160,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000160,PS140309,0.0000,1,,0.0000,0.0000,
1210000159,157320,300.0000,1,,0.0000,300.0000,
1210000158,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000158,141001FP,180.0000,1,,0.0000,180.0000,
1210000157,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000157,PS140309,0.0000,1,,0.0000,0.0000,
1210000157,141001FP,180.0000,1,,0.0000,180.0000,
1210000157,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000156,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000156,141001FP,180.0000,1,,0.0000,180.0000,
1210000155,PS2017AHCDRAWSTRING,0.0000,1,,0.0000,0.0000,
1210000155,154915PS-3,397.5000,1,,0.0000,397.5000,
1210000154,153261,80.0000,1,,0.0000,80.0000,
1210000154,PS140309,0.0000,4,,0.0000,0.0000,
1210000154,141001EPLF,180.0000,4,,0.0000,720.0000,
1210000153,141001FP,180.0000,1,,0.0000,180.0000,
1210000153,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000152,PS140309,0.0000,1,,0.0000,0.0000,
1210000152,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000151,PS140309,0.0000,1,,0.0000,0.0000,
1210000151,141001PS1,180.0000,1,,0.0000,180.0000,
1210000151,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000151,141001EPM,180.0000,1,,0.0000,180.0000,
1210000150,153576,144.0000,2,,0.0000,288.0000,
1210000150,153576PS,0.0000,1,,0.0000,0.0000,
1210000149,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000149,141001FP,180.0000,1,,0.0000,180.0000,
1210000148,154339,779.0000,1,,0.0000,779.0000,
1210000148,151888,75.0000,1,,0.0000,75.0000,
1210000148,151886,140.0000,1,,0.0000,140.0000,
1210000148,151898,118.0000,1,,0.0000,118.0000,
1210000147,141001EPM,180.0000,1,,0.0000,180.0000,
1210000147,PS140309,0.0000,1,,0.0000,0.0000,
1210000147,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000146,141001EPLF,180.0000,2,,0.0000,360.0000,
1210000146,PS140309,0.0000,2,,0.0000,0.0000,
1210000145,141001FP,180.0000,1,,0.0000,180.0000,
1210000145,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000144,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000144,PS140309,0.0000,1,,0.0000,0.0000,
1210000143,PS140309,0.0000,1,,0.0000,0.0000,
1210000143,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000142,141001EPM,180.0000,2,,0.0000,360.0000,
1210000142,PS121563,0.0000,1,,0.0000,0.0000,
1210000142,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000141,141001EPLF,180.0000,2,,0.0000,360.0000,
1210000141,PS140309,0.0000,2,,0.0000,0.0000,
1210000140,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
1210000140,PS156168,0.0000,1,,0.0000,0.0000,
1210000140,PS141675,0.0000,1,,0.0000,0.0000,
1210000140,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
1210000139,141001FP,180.0000,5,,0.0000,900.0000,
1210000139,PS141001SP,0.0000,5,,0.0000,0.0000,
1210000138,157320PS,0.0000,1,0.0000,0.0000,0.0000,
1210000138,157320,300.0000,8,0.0000,0.0000,"2,400.0000",
1210000137,141001FP,180.0000,1,,0.0000,180.0000,
1210000137,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000136,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000136,PS140309,0.0000,1,,0.0000,0.0000,
1210000136,141001FP,180.0000,1,,0.0000,180.0000,
1210000136,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000135,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000135,141001WT1,180.0000,1,,0.0000,180.0000,
1210000135,141001PS1,180.0000,1,,0.0000,180.0000,
1210000134,141001EPM,180.0000,2,,0.0000,360.0000,
1210000133,141001AD1,180.0000,1,,0.0000,180.0000,
1210000133,PS121563,0.0000,1,,0.0000,0.0000,
1210000133,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000132,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000132,PS121563,0.0000,1,,0.0000,0.0000,
1210000131,141001EPCM,180.0000,3,,0.0000,540.0000,
1210000131,PS121563,0.0000,3,,0.0000,0.0000,
1210000130,140310,446.0000,1,,0.0000,446.0000,
1210000130,PS121565,0.0000,1,,0.0000,0.0000,
1210000129,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000129,PS140309,0.0000,1,,0.0000,0.0000,
1210000129,141001FP,180.0000,1,,0.0000,180.0000,
1210000129,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000128,157320,300.0000,1,,0.0000,300.0000,
1210000127,PS140309,0.0000,1,,0.0000,0.0000,
1210000127,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000126,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000126,PS121563,0.0000,1,,0.0000,0.0000,
1210000126,141001FP,180.0000,1,,0.0000,180.0000,
1210000126,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000125,PS121563,0.0000,2,,0.0000,0.0000,
1210000125,PS141001SP,0.0000,2,,0.0000,0.0000,
1210000125,141001EPM,180.0000,1,,0.0000,180.0000,
1210000125,141001FP,180.0000,2,,0.0000,360.0000,
1210000125,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000125,PS140309,0.0000,1,,0.0000,0.0000,
1210000124,153576,144.0000,10,,0.0000,"1,440.0000",
1210000124,153576PS,0.0000,5,,0.0000,0.0000,
1210000123,141001EPLF,180.0000,2,,0.0000,360.0000,
1210000123,PS140309,0.0000,1,,0.0000,0.0000,
1210000122,141001FP,180.0000,2,,0.0000,360.0000,
1210000122,PS141001SP,0.0000,2,,0.0000,0.0000,
1210000121,141001FP,180.0000,1,,0.0000,180.0000,
1210000121,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000120,141001EPLF,180.0000,2,,0.0000,360.0000,
1210000120,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000120,PS140309,0.0000,2,,0.0000,0.0000,
1210000120,PS121563,0.0000,1,,0.0000,0.0000,
1210000119,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000119,PS140309,0.0000,1,,0.0000,0.0000,
1210000118,PS140309,0.0000,1,,0.0000,0.0000,
1210000118,PS121563,0.0000,1,,0.0000,0.0000,
1210000118,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000118,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000118,141001EPM,180.0000,1,,0.0000,180.0000,
1210000117,141001EPLF,180.0000,3,,0.0000,540.0000,
1210000117,153261,80.0000,1,,0.0000,80.0000,
1210000117,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000117,PS140309,0.0000,3,,0.0000,0.0000,
1210000117,141001FP,180.0000,1,,0.0000,180.0000,
1210000117,121565,446.0000,1,,0.0000,446.0000,
1210000117,PS121565,0.0000,1,,0.0000,0.0000,
1210000116,141001AD1,180.0000,1,,0.0000,180.0000,
1210000115,152575,273.0000,1,,0.0000,273.0000,
1210000115,PS121563,0.0000,1,,0.0000,0.0000,
1210000115,121573,259.0000,1,,0.0000,259.0000,
1210000115,PS140309,0.0000,1,,0.0000,0.0000,
1210000115,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000114,PS140309,0.0000,1,,0.0000,0.0000,
1210000114,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000113,PS140309,0.0000,1,,0.0000,0.0000,
1210000113,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000112,PS140309,0.0000,1,,0.0000,0.0000,
1210000112,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000111,PS121563,0.0000,1,,0.0000,0.0000,
1210000111,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000110,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000110,PS140309,0.0000,1,,0.0000,0.0000,
1210000110,141001FP,180.0000,1,,0.0000,180.0000,
1210000110,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000109,PS140309,0.0000,1,,0.0000,0.0000,
1210000109,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000108,141001FP,180.0000,1,,0.0000,180.0000,
1210000108,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000107,141001FP,180.0000,1,,0.0000,180.0000,
1210000107,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000106,141001FP,180.0000,1,,0.0000,180.0000,
1210000106,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000106,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000106,PS140309,0.0000,1,,0.0000,0.0000,
1210000105,141001FP,180.0000,1,,0.0000,180.0000,
1210000105,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000104,141001EPLF,180.0000,2,,0.0000,360.0000,
1210000104,PS141675,0.0000,1,,0.0000,0.0000,
1210000104,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
1210000104,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
1210000104,PS156168,0.0000,1,,0.0000,0.0000,
1210000104,PS140309,0.0000,2,,0.0000,0.0000,
1210000103,152734,136.5000,2,,0.0000,273.0000,
1210000102,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000102,PS140309,0.0000,1,,0.0000,0.0000,
1210000101,141001AD1,180.0000,1,,0.0000,180.0000,
1210000101,121563,259.0000,1,,0.0000,259.0000,
1210000101,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000101,PS141675,0.0000,2,,0.0000,0.0000,
1210000101,PS2017SF-UMBRELLA,0.0000,2,,0.0000,0.0000,
1210000101,141001FP,180.0000,1,,0.0000,180.0000,
1210000101,141675-154606-140264-155673-141001,649.0000,2,,0.0000,"1,298.0000",
1210000101,PS121563,0.0000,1,,0.0000,0.0000,
1210000101,PS156168,0.0000,2,,0.0000,0.0000,
1210000100,153576,144.0000,1,,0.0000,144.0000,
1210000099,121563,259.0000,1,,0.0000,259.0000,
1210000099,141001WT1,180.0000,1,,0.0000,180.0000,
1210000099,PS121563,0.0000,1,,0.0000,0.0000,
1210000098,153576,144.0000,2,,0.0000,288.0000,
1210000097,PS140309,0.0000,1,,0.0000,0.0000,
1210000097,141001FP,180.0000,1,,0.0000,180.0000,
1210000097,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000097,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000096,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000096,PS140309,0.0000,1,,0.0000,0.0000,
1210000096,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000096,PS121563,0.0000,1,,0.0000,0.0000,
1210000095,141001AD1,180.0000,1,,0.0000,180.0000,
1210000094,PS121563,0.0000,1,,0.0000,0.0000,
1210000094,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000093,141001EPM,180.0000,1,,0.0000,180.0000,
1210000093,PS121563,0.0000,2,,0.0000,0.0000,
1210000093,141001EPCM,180.0000,2,,0.0000,360.0000,
1210000092,141001PS1,180.0000,1,,0.0000,180.0000,
1210000091,PS140309,0.0000,1,,0.0000,0.0000,
1210000091,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000090,PS140309,0.0000,1,,0.0000,0.0000,
1210000090,140309,259.0000,1,,0.0000,259.0000,
1210000090,154525,120.0000,1,,0.0000,120.0000,
1210000089,PS121563,0.0000,1,,0.0000,0.0000,
1210000089,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000088,PS140309,0.0000,1,,0.0000,0.0000,
1210000088,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000087,157208,600.0000,1,,0.0000,600.0000,
1210000086,PS121563,0.0000,2,,0.0000,0.0000,
1210000086,141001EPCM,180.0000,2,,0.0000,360.0000,
1210000085,PS121563,0.0000,1,,0.0000,0.0000,
1210000085,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000084,PS140309,0.0000,1,,0.0000,0.0000,
1210000084,PS121563,0.0000,1,,0.0000,0.0000,
1210000084,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000084,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000083,PS140309,0.0000,1,,0.0000,0.0000,
1210000083,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000083,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000083,PS121563,0.0000,1,,0.0000,0.0000,
1210000082,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000082,PS140309,0.0000,1,,0.0000,0.0000,
1210000081,141001EPCM,180.0000,2,,0.0000,360.0000,
1210000081,PS121563,0.0000,2,,0.0000,0.0000,
1210000080,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000080,PS121563,0.0000,1,,0.0000,0.0000,
1210000079,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000079,PS121563,0.0000,1,,0.0000,0.0000,
1210000078,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000078,PS121563,0.0000,1,,0.0000,0.0000,
1210000077,PS140309,0.0000,1,,0.0000,0.0000,
1210000077,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000076,PS121563,0.0000,1,,0.0000,0.0000,
1210000076,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000075,PS140309,0.0000,1,,0.0000,0.0000,
1210000075,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000074,PS140309,0.0000,1,,0.0000,0.0000,
1210000074,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000073,141001AD1,180.0000,1,,0.0000,180.0000,
1210000072,141001PS1,180.0000,2,,0.0000,360.0000,
1210000071,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000071,PS121563,0.0000,1,,0.0000,0.0000,
1210000070,141001EPCM,180.0000,2,,0.0000,360.0000,
1210000070,PS121563,0.0000,2,,0.0000,0.0000,
1210000069,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000069,140309,259.0000,1,,0.0000,259.0000,
1210000069,PS121563,0.0000,1,,0.0000,0.0000,
1210000069,PS140309,0.0000,1,,0.0000,0.0000,
1210000068,PS121563,0.0000,1,,0.0000,0.0000,
1210000068,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000067,141001EPM,180.0000,1,,0.0000,180.0000,
1210000066,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000066,PS140309,0.0000,1,,0.0000,0.0000,
1210000066,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000066,PS121563,0.0000,1,,0.0000,0.0000,
1210000065,141001EPCM,180.0000,3,,0.0000,540.0000,
1210000065,PS121563,0.0000,3,,0.0000,0.0000,
1210000064,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000064,PS121563,0.0000,1,,0.0000,0.0000,
1210000063,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000063,PS121563,0.0000,1,,0.0000,0.0000,
1210000062,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000062,PS121563,0.0000,1,,0.0000,0.0000,
1210000061,PS121563,0.0000,1,,0.0000,0.0000,
1210000061,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000060,PS121563,0.0000,1,,0.0000,0.0000,
1210000060,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000059,PS121563,0.0000,1,,0.0000,0.0000,
1210000059,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000058,PS121563,0.0000,1,,0.0000,0.0000,
1210000058,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000057,PS140309,0.0000,1,,0.0000,0.0000,
1210000057,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000056,PS140309,0.0000,1,,0.0000,0.0000,
1210000056,PS121563,0.0000,1,,0.0000,0.0000,
1210000056,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000056,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000055,PS121563,0.0000,1,,0.0000,0.0000,
1210000055,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000054,PS140309,0.0000,2,,0.0000,0.0000,
1210000054,141001EPLF,180.0000,2,,0.0000,360.0000,
1210000053,PS121563,0.0000,1,,0.0000,0.0000,
1210000053,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000053,141001EPM,180.0000,2,,0.0000,360.0000,
1210000052,156727,795.0000,1,,0.0000,795.0000,
1210000051,153576,144.0000,10,,0.0000,"1,440.0000",
1210000050,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
1210000050,PS156168,0.0000,1,,0.0000,0.0000,
1210000050,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000050,PS141675,0.0000,1,,0.0000,0.0000,
1210000050,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
1210000050,PS140309,0.0000,1,,0.0000,0.0000,
1210000049,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000049,PS140309,0.0000,1,,0.0000,0.0000,
1210000048,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000048,PS140309,0.0000,1,,0.0000,0.0000,
1210000047,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000047,PS121563,0.0000,1,,0.0000,0.0000,
1210000046,141001EPM,180.0000,1,,0.0000,180.0000,
1210000046,PS140309,0.0000,1,,0.0000,0.0000,
1210000046,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000045,141001PS1,180.0000,5,,0.0000,900.0000,
1210000044,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000044,PS140309,0.0000,1,,0.0000,0.0000,
1210000044,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000044,PS121563,0.0000,1,,0.0000,0.0000,
1210000043,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000043,PS121563,0.0000,1,,0.0000,0.0000,
1210000042,152574PSMC,520.0000,1,,0.0000,520.0000,
1210000041,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000041,PS121563,0.0000,1,,0.0000,0.0000,
1210000040,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000040,PS121563,0.0000,1,,0.0000,0.0000,
1210000039,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000039,PS121563,0.0000,1,,0.0000,0.0000,
1210000038,141001AD1,180.0000,1,,0.0000,180.0000,
1210000037,PS121563,0.0000,1,,0.0000,0.0000,
1210000037,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000036,PS121563,0.0000,1,,0.0000,0.0000,
1210000036,PS140309,0.0000,1,,0.0000,0.0000,
1210000036,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000036,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000036,141001EPM,180.0000,1,,0.0000,180.0000,
1210000035,PS140309,0.0000,1,,0.0000,0.0000,
1210000035,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000034,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000034,PS121563,0.0000,1,,0.0000,0.0000,
1210000033,PS140309,0.0000,1,,0.0000,0.0000,
1210000033,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000032,PS140309,0.0000,1,,0.0000,0.0000,
1210000032,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000031,PS121563,0.0000,1,,0.0000,0.0000,
1210000031,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000030,PS121563,0.0000,1,,0.0000,0.0000,
1210000030,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000029,PS121563,0.0000,1,,0.0000,0.0000,
1210000029,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000028,PS140309,0.0000,2,,0.0000,0.0000,
1210000028,141001EPLF,180.0000,2,,0.0000,360.0000,
1210000027,153576PS,0.0000,2,,0.0000,0.0000,
1210000027,153576,144.0000,4,,0.0000,576.0000,
1210000026,141001EPCM,180.0000,2,,0.0000,360.0000,
1210000026,PS140309,0.0000,2,,0.0000,0.0000,
1210000026,141001EPLF,180.0000,2,,0.0000,360.0000,
1210000026,PS121563,0.0000,2,,0.0000,0.0000,
1210000025,PS140309,0.0000,1,,0.0000,0.0000,
1210000025,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000024,141001PS1,180.0000,2,,0.0000,360.0000,
1210000023,PS140309,0.0000,1,,0.0000,0.0000,
1210000023,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000022,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000022,PS121563,0.0000,1,,0.0000,0.0000,
1210000022,141001PS1,180.0000,1,,0.0000,180.0000,
